issue_number,comment_count,has_solution_comment,all_comments_text,solution_comments,unique_commenters
174731,4,0,"tagging -nv to help reproduce. |SEP| fyi this relevant issue popped up [url] and the users are celebrating the solution, please use as a reference. |SEP| hmm, i'm not entirely sure what is going on, but it seems to work fine out of the box on 5070: [code block] |SEP| no comments from the author in 3 weeks, closing",,2
174770,1,1,close as it's ok on main branch.,close as it's ok on main branch.,1
174775,4,0,further debugging lead to an issue with numpys [inline code] : [code block] opened an upstream issue: [url] |SEP| this might need reopening: in the numpy discussion they wrote that their [inline code] only provides 4 ulps precision and [inline code] is within 3 ulps of 1 for fp16. that affects especially [inline code] where that may cause larger absolute errors and at least tests must handle that |SEP| we can add skips or relax tolerance on the tests |SEP| shouldn't that issue stay open until that is done?,,2
174784,2,0,i'd like to work on this |SEP| assigned to . the likely cause is our assert rewrite in torchdynamo is failing.,,2
174785,3,1,"how is it related to pytorch? |SEP| thank you for reporting, but please use the template to report issue and provide some sort of actionable reproducers. illegal instructions on cortex a53 are probably duplicate of [url] that was addressed in nightly and will be fixed in pytorch-2.11, but as a workaround one can downgrade to 2.8 |SEP| i fixed it. numpy was refusing to uninstall. works now. thx !","thank you for reporting, but please use the template to report issue and provide some sort of actionable reproducers. illegal instructions on cortex a53 are probably duplicate of [url] that was addressed in nightly and will be fixed in pytorch-2.11, but as a workaround one can downgrade to 2.8 |SEP| i fixed it. numpy was refusing to uninstall. works now. thx !",2
174801,4,0,"1) do you have [url] ? 2) can you share the full stack trace? |SEP| yep, confirmed i have that change locally. full stacktrace below. also fwiw, i couldn't actually repro this by default in my conda env (on python 3.12.0), but i was able to repro when i switched to python 3.12.11 with this command: [inline code] stacktrace: [code block] |SEP| is this bug really just specific to [inline code] ? |SEP| repro succeeds now",,4
174861,4,1,"label ""module: correctness (silent)"" ""module: macos"" ""module: mps"" ""module: sdpa"" |SEP| the kernel is very similar to the one in mlx. i'll try to propose a fix 🙂 |SEP| do you know who would be best to review this? |SEP| i am :)",the kernel is very similar to the one in mlx. i'll try to propose a fix 🙂,3
174872,5,1,"cc |SEP| do you have an example of this failing in practise? the lengths of the scale vectors are certainly checked in the acceptance functions - see [mxfp8xmxfp8]( [url] as an example. if this acceptance function doesn't return [inline code] , then the implementation (which doesn't check the sizes again) cannot be called. these checks are [inline code] (and not [inline code] ) so additional scales will also cause acceptance to fail. it's possible i've missed something here of course, but i'd want to see a case that's failing the existing checks. swizzle arrays do need to be checked, that's true - it's a trivial fix. |SEP| ah okay, that's what i was missing, i'll update the description. it's a bit tricky because i don't have any cuda platform to test this kernel on, so i'm eyeballing the code. i'm hoping can land soon so i can test using cpu. |SEP| took me a minute, but see as a fix |SEP| looks like this is fixed, thanks!","do you have an example of this failing in practise? the lengths of the scale vectors are certainly checked in the acceptance functions - see [mxfp8xmxfp8]( [url] as an example. if this acceptance function doesn't return [inline code] , then the implementation (which doesn't check the sizes again) cannot be called. these checks are [inline code] (and not [inline code] ) so additional scales will also cause acceptance to fail. it's possible i've missed something here of course, but i'd want to see a case that's failing the existing checks. swizzle arrays do need to be checked, that's true - it's a trivial fix. |SEP| took me a minute, but see as a fix |SEP| looks like this is fixed, thanks!",3
174878,2,0,"in fact, not even a simpler variant, without [inline code] , works. i don't see how my example is much different from what is presented in this blog post: [url] here is the code: [debug flex attention simpler.py]( [url] and here the output with all flags set: [flexatt bug simpler.log]( [url] |SEP| ok, i think i understand this now. the arguments of [inline code] and [inline code] must be scalar tensors ( [inline code] ). the docs say this, my bad.",,1
174898,10,1,"unable to reproduce with the following versions [code block] unable to reproduce with clang-18 [code block] reproduces on aarch64 [code block] |SEP| related - [url] - [url] - [url] |SEP| that fixed just about all of the undefined symbols, but i do still have a sliver [code block] |SEP| which commit did you use to build? i force pushed on that branch a few times. [hash] should build fine. |SEP| updating to your newest commit, the only undefined references i see now are [code block] seems like i might need to try to force [inline code] . it's interesting that if i do [inline code] on a gcc build i don't see any symbols |SEP| that's strange, i don't get that error. if i look on google for this message some stuff comes up but since i am unable to reproduce it locally, i don't think i'll be able to help. can you share the output of [inline code] on your machine? |SEP| [inline code] |SEP| interesting! i didn't get any link errors at all on [inline code] even before my pr. if you're interested in digging into it further, here's the setup i use to build pytorch: [url] you can try using this and see if it builds for you. you'll need to make some changes to the makefile: [code block] |SEP| since i have a successful gcc build, i'm probably not going to dig into it too much more. it appears neither libgcc nor libatomic exports those symbols on my system. i don't know why they get injected with clang. anyway thanks for all the help with the other symbols! |SEP| i'm not sure if this is a cuda vs c++ name mangling problem, but rather a c++17 vs c++20 abis problem. i.e. somehow parts of the code are compiled with c++20 symbols manglong, but others with c++17...","that fixed just about all of the undefined symbols, but i do still have a sliver [code block]",3
174900,2,0,"official response template title: [feedback] environment details and reproduction script for pr 1. minimal reproducible example (mre) use this script to demonstrate the performance gain or the specific behavior of your change. import torch import time from torch.utils.benchmark import timer def benchmark op(): setup inputs - use a large size to show vectorization benefits input tensor = torch.randn(1024, 1024, dtype=torch.float32) define the operation to test replace 'torch.sigmoid' with your specific optimized op def run op(x): return torch.sigmoid(x) benchmark using pytorch's official utility t0 = timer( stmt='run op(x)', setup='from main import run op; x = torch.randn(1024, 1024)', label='cpu optimization test' ) print(t0.blocked autorange()) if name == "" main "": benchmark op() 2. error logs / stack trace if you have compilation errors or runtime crashes, paste them here. if the pr is successful and you are just showing performance, state ""no errors; performance verification only."" [paste any c++ compilation errors or python tracebacks here] 3. output of collect env.py run python torch/utils/collect env.py in your terminal and paste the full output inside the tags below. view environment details [paste the full output of the script here] |SEP| please stick to the issue submission guidelines. if for some reason you prefer a free flow communication, use [url]",,2
174917,4,1,"this feels like a [url] topic. imo what is missing in your proposal, is why such thing is needed. this is very technically challenging problem(and significantly impact teams ability to innovate), and i can't imagine a real world scenario where something like that would be necessary/beneficial. if one plans to spawn a distributed training, they should be able to install the same version of software on all node, shouldn't they? |SEP| thanks for the thoughtful feedback, — that makes sense. you're absolutely right that homogeneous deployments are the expected and recommended model. the intent here is not to support long-term mixed-version clusters. the motivation is more about failure diagnostics than compatibility. in practice, accidental version skew can happen during: rolling upgrades in long-running clusters ci or staging environments where cached environments differ across nodes shared research clusters where jobs inherit different module environments in those cases, the resulting failure mode is often: silent hang in collective ops low-level nccl/gloo errors mysterious mismatches that are difficult to trace back to version differences the proposal is not to enable version interoperability, but simply to detect incompatible protocol revisions early during init process group() and produce a clear error message. if the position is that mixed-version deployments are unsupported and we are comfortable with current failure modes, that's completely reasonable. i mainly wanted to clarify whether: this scenario is already guarded implicitly somewhere, or there would be interest in improving the diagnostic experience for accidental skew. if this discussion would be better suited for dev-discuss, i'm happy to move it there. |SEP| i think the issue is that there would be a high likelihood that if someone ever made a change that affected the 'protocol' (which is a nebulous concept since there are multiple comms layers with their own protocols), they would probably not know to update the 'version' tag. i don't think it would be all that useful to just have one version tag per pytorch release either. also, we'd need to include things like nccl version or gloo version, which are underlying libraries used by pytorch. so i think this is probably not too actionable. |SEP| thanks and for the thoughtful feedback — this is very helpful. the maintenance burden and protocol boundary concerns make sense. if version tracking isn't consistently updated or clearly scoped across communication layers, it could create misleading guarantees rather than improve reliability. given that, and the expectation of homogeneous deployments, i agree this is probably not actionable in its current form. appreciate you both taking the time to discuss this.","i think the issue is that there would be a high likelihood that if someone ever made a change that affected the 'protocol' (which is a nebulous concept since there are multiple comms layers with their own protocols), they would probably not know to update the 'version' tag. i don't think it would be all that useful to just have one version tag per pytorch release either. also, we'd need to include things like nccl version or gloo version, which are underlying libraries used by pytorch. so i think this is probably not too actionable.",3
174919,4,0,"actually, it seems like it's already included [url] |SEP| potentially due to s3 error [code block] |SEP| also breaking inductor-periodic / rocm-periodic-dynamo-benchmarks-test / test. |SEP| i'm just removing cyclegan here: [url]",,3
174921,5,1,"do you have any links to failing jobs? |SEP| i did an analysis with claude over recent failures: [code block] here's a list of jobs with the same failures: ⏺ here are the 10 most recent failures, all on main: 1. [url] - ""generate sass instead of ptx from nvrtc ()"" (feb 12) 2. [url] - ""[inductor] add combo kernels pointwise only config option ()"" (feb 12) 3. [url] - ""[dynamo] include var to hint override in fxgraphcache key ()"" (feb 12) 4. [url] - ""revert '[fsdp2] support per-param mesh ()'"" (feb 12) 5. [url] - ""native matmul: updates test reuse kernel. ()"" (feb 12) 6. [url] - ""forward fix dynamo fail for test my narrow symint ()"" (feb 12) 7. [url] - ""[inductor][nvgemm] enable heuristics for scaled mm ()"" (feb 12) 8. [url] - ""[inductor][tma] update tma compatibility requirements ()"" (feb 12) 9. [url] - ""revert '[inductor] overlap scheduling: schedule pre bucketed off path...'"" (feb 12) 10. [url] - ""inductor-pallas"" (feb 12) all of them fail in the same job (pallas-tpu-py3.12-inductor / test (inductor-pallas-tpu, 1, 1, linux.google.tpuv7x.1)) with the same bazel build error for the missing complex.h dependency declaration. here was my prompt: [code block] |SEP| makes sense to me, do unstable test issues auto close when we update torch tpu after the build is fixed? |SEP| makes sense to me, do unstable test issues auto close when we update torch tpu after the build is fixed? ah, no, we will need to close this one manually. i'll leave this open as the job still looks flaky |SEP| what can and i do that we get notified on these issues? i hadnt even seen this","i did an analysis with claude over recent failures: [code block] here's a list of jobs with the same failures: ⏺ here are the 10 most recent failures, all on main: 1. [url] - ""generate sass instead of ptx from nvrtc ()"" (feb 12) 2. [url] - ""[inductor] add combo kernels pointwise only config option ()"" (feb 12) 3. [url] - ""[dynamo] include var to hint override in fxgraphcache key ()"" (feb 12) 4. [url] - ""revert '[fsdp2] support per-param mesh ()'"" (feb 12) 5. [url] - ""native matmul: updates test reuse kernel. ()"" (feb 12) 6. [url] - ""forward fix dynamo fail for test my narrow symint ()"" (feb 12) 7. [url] - ""[inductor][nvgemm] enable heuristics for scaled mm ()"" (feb 12) 8. [url] - ""[inductor][tma] update tma compatibility requirements ()"" (feb 12) 9. [url] - ""revert '[inductor] overlap scheduling: schedule pre bucketed off path...'"" (feb 12) 10. [url] - ""inductor-pallas"" (feb 12) all of them fail in the same job (pallas-tpu-py3.12-inductor / test (inductor-pallas-tpu, 1, 1, linux.google.tpuv7x.1)) with the same bazel build error for the missing complex.h dependency declaration. here was my prompt: [code block] |SEP| makes sense to me, do unstable test issues auto close when we update torch tpu after the build is fixed? |SEP| makes sense to me, do unstable test issues auto close when we update torch tpu after the build is fixed? ah, no, we will need to close this one manually. i'll leave this open as the job still looks flaky",4
174923,7,1,"i can reproduce this and it actually has nothign to do with flex and it is erroring in compute block mask for the decode call [code block] cc |SEP| thanks for checking! one quick follow-up: does this seem specific to [inline code] / inductor? and is there any known workaround or suggested fix on the user side for now? |SEP| forsure specific to torch.compile, one thing to try is setting dynamic= false i might also have a working fix locally |SEP| here is a fix: [url] |SEP| thanks a lot for the quick turnaround and for the fix! 🙏 i’ll try the patch locally and report back if i see anything unexpected. |SEP| the pr should be landed in nightly, not sure if you can test on that env but im going to close this issue for now. if it still persists feel free to re-open |SEP| thanks! i tested this on my side and it looks good now 👍 appreciate the quick fix.","thanks for checking! one quick follow-up: does this seem specific to [inline code] / inductor? and is there any known workaround or suggested fix on the user side for now? |SEP| forsure specific to torch.compile, one thing to try is setting dynamic= false i might also have a working fix locally |SEP| here is a fix: [url] |SEP| thanks a lot for the quick turnaround and for the fix! 🙏 i’ll try the patch locally and report back if i see anything unexpected. |SEP| the pr should be landed in nightly, not sure if you can test on that env but im going to close this issue for now. if it still persists feel free to re-open |SEP| thanks! i tested this on my side and it looks good now 👍 appreciate the quick fix.",2
174961,2,1,"cc -02 |SEP| thanks for pointing this out! 1. this was an intentional decision. since [inline code] has a custom op registration (which needs [inline code] and [inline code] ), adding it to the [inline code] file would cause a circular dependency resulting in an error like [inline code] 2. [url] should fix this","thanks for pointing this out! 1. this was an intentional decision. since [inline code] has a custom op registration (which needs [inline code] and [inline code] ), adding it to the [inline code] file would cause a circular dependency resulting in an error like [inline code] 2. [url] should fix this",2
174963,2,0,"that sounds interesting, let me take a look |SEP| [inline code] decomposes into torch.index select with was modified to always return a contiguous tensor here [url] however doing so does not preserve memory format.",,1
174985,6,1,"when reporting such issues, it would be nice to provide minimal reproducer. i.e. this issue is one liner, all those dtypes, nans etc are irrelevant, that is [code block] |SEP| backtrace points to [url] and this change in behavior dates back to [url] |SEP| i'd like to work on this. |SEP| may be it'll be better to focus on making sure issues you are currently are trying to work on gets closed first. my other proposal would be, before authoring the pr to outline a fix strategy here |SEP| following up on 's analysis -- the iand on line 383 is in-place so it can't handle broadcasting when self and other have different shapes. switching to bitwise and (like the istensorsubclasslike branch already does on line 382) fixes it. i put together a one-line fix in if it's worth pursuing. |SEP| following up on []( [url] analysis -- the iand on line 383 is in-place so it can't handle broadcasting when self and other have different shapes. switching to bitwise and (like the istensorsubclasslike branch already does on line 382) fixes it. i put together a one-line fix in []( [url] if it's worth pursuing. left a comment on pr, it is indeed functionally correct, but makes op slower for 99% of the users and also lacks regression test. please consider if changing arguments order (other has more elements that self) would allow one to still rely on inplace ops","may be it'll be better to focus on making sure issues you are currently are trying to work on gets closed first. my other proposal would be, before authoring the pr to outline a fix strategy here |SEP| following up on 's analysis -- the iand on line 383 is in-place so it can't handle broadcasting when self and other have different shapes. switching to bitwise and (like the istensorsubclasslike branch already does on line 382) fixes it. i put together a one-line fix in if it's worth pursuing. |SEP| following up on []( [url] analysis -- the iand on line 383 is in-place so it can't handle broadcasting when self and other have different shapes. switching to bitwise and (like the istensorsubclasslike branch already does on line 382) fixes it. i put together a one-line fix in []( [url] if it's worth pursuing. left a comment on pr, it is indeed functionally correct, but makes op slower for 99% of the users and also lacks regression test. please consider if changing arguments order (other has more elements that self) would allow one to still rely on inplace ops",3
175019,1,0,can not be reproduced locally.,,1
175024,3,1,"root cause analysis i traced the operations within [inline code] : 1. in [inline code] : [url] [inline code] dispatches through [inline code] - [inline code] . [url] 2. this same issue was actually noted in the old [inline code] broadcast: [url] and it was fixed by: [url] though [inline code] never got this fix. it does a raw [inline code] back into the original tensors. 3. buffer versions are passed to [inline code] in [inline code] : [url] [inline code] / [inline code] are saved by the autograd graph node at forward (with their version number) even though backward doesn't use them for single backward. when autograd unpacks them at backward time, [inline code] checks the version (and throws the error when it expects a version exactly n-1 lower where n is the number of forward passes). 4. why non-ddp works: [inline code] updates [inline code] / [inline code] via [inline code] , a pointer. this doesn't go through the pytorch dispatcher = doesn't bump version counters. version stays at 0 throughout. complete timeline step | operation | running mean version -- | -- | -- 1a | ddp pre-forward → broadcastwork::finish() → copy () | 0 → 1 1b | cudnn bn forward 1 (autograd saves version 1) | 1 (raw cuda update, no bump) 2a | ddp pre-forward → broadcastwork::finish() → copy () | 1 → 2 2b | cudnn bn forward 2 (autograd saves version 2) | 2 (raw cuda update, no bump) 3 | backward() unpacks from step 1b: expects 1, finds 2 | crash suggested fix add [inline code] before the copy loop in [inline code] . this skips the [inline code] dispatch key: [code block] with the include in [inline code] : [code block] |SEP| this is a duplicate of []( [url] which has been open since october 2021. simple fix is wrap the buffer sync in [inline code] which is safe and avoid performance cost. simple workaround is just concatenated-forward. same kind of bug was fixed in dataparallel. do you think i should raise a pr for this? seems to be bugging people for some time. |SEP| sgtm, thanks -maitra!","root cause analysis i traced the operations within [inline code] : 1. in [inline code] : [url] [inline code] dispatches through [inline code] - [inline code] . [url] 2. this same issue was actually noted in the old [inline code] broadcast: [url] and it was fixed by: [url] though [inline code] never got this fix. it does a raw [inline code] back into the original tensors. 3. buffer versions are passed to [inline code] in [inline code] : [url] [inline code] / [inline code] are saved by the autograd graph node at forward (with their version number) even though backward doesn't use them for single backward. when autograd unpacks them at backward time, [inline code] checks the version (and throws the error when it expects a version exactly n-1 lower where n is the number of forward passes). 4. why non-ddp works: [inline code] updates [inline code] / [inline code] via [inline code] , a pointer. this doesn't go through the pytorch dispatcher = doesn't bump version counters. version stays at 0 throughout. complete timeline step | operation | running mean version -- | -- | -- 1a | ddp pre-forward → broadcastwork::finish() → copy () | 0 → 1 1b | cudnn bn forward 1 (autograd saves version 1) | 1 (raw cuda update, no bump) 2a | ddp pre-forward → broadcastwork::finish() → copy () | 1 → 2 2b | cudnn bn forward 2 (autograd saves version 2) | 2 (raw cuda update, no bump) 3 | backward() unpacks from step 1b: expects 1, finds 2 | crash suggested fix add [inline code] before the copy loop in [inline code] . this skips the [inline code] dispatch key: [code block] with the include in [inline code] : [code block] |SEP| this is a duplicate of []( [url] which has been open since october 2021. simple fix is wrap the buffer sync in [inline code] which is safe and avoid performance cost. simple workaround is just concatenated-forward. same kind of bug was fixed in dataparallel. do you think i should raise a pr for this? seems to be bugging people for some time.",3
175065,1,1,fixed in [url],fixed in [url],1
175084,2,1,"added [inline code] label to just highlight what bot should have added, though error clearly reproduces on my end |SEP| hi since it's reproducible can i work on this? i will try to come up with a fix soon.",hi since it's reproducible can i work on this? i will try to come up with a fix soon.,2
175165,3,0,"thanks for your proposal. could you elaborate more on why .detach() does not work? |SEP| you can already do something like [code block] why do you need a new api? |SEP| thank you for the suggestion! really appreciate you jumping in with a concrete code example. unfortunately this pattern doesn't solve the exact problem described in the issue (and the one i hit in practice). why it doesn't work for this use-case 1. it bypasses the shared part after the cut point in the real architecture there is a non-trivial module between [inline code] and the heads: [code block] python def forward with cut grad(self, x): return self.forward(x), self.forward(x.detach()) having this above function working without doing duplicate compute would be an equivalent solution. i encounter this problem a lot. for example i have one module that compresses text into a single vector and another module that takes a compressed vector and returns vectors that represent lower level text/tokens. in such cases there are losses that are safe to backprop all the way onto the text encoder and some that bring the network to a mode collapse. additionally, this is a common situation with adversarial networks. please reopen and/or consider finding any other solution for this. i'm using the wasteful forward with cut grad version (as calling retain graph costs me too much memory)",,3
175167,8,1,"here is an initial ai summary of difference i will be looking at those closer one by one |SEP| ok firt optimizaition in [code block] now we are at : 1.19- 1.348x that one was easy lol ! |SEP| another optimization in [code block] 1.348x - 1.580x |SEP| one more fix to consider v.graph.sizevars.statically known multiple of when comparing u0, 12 u0 since in those case we do not care when the size is 0 ! we can do that this takes us from 1.580x -- to 1.730x |SEP| ok last one needed is padding optimization adding it bring us to 2.038x i still do not have a concrete fix, but current code skip padding for unbacked working on this. |SEP| ok remaining difference is 2.008x vs 2.106x |SEP| looking into last difference |SEP| remaining difference resolved with avoiding runtime assertions and one more opt.","one more fix to consider v.graph.sizevars.statically known multiple of when comparing u0, 12 u0 since in those case we do not care when the size is 0 ! we can do that this takes us from 1.580x -- to 1.730x |SEP| ok last one needed is padding optimization adding it bring us to 2.038x i still do not have a concrete fix, but current code skip padding for unbacked working on this. |SEP| remaining difference resolved with avoiding runtime assertions and one more opt.",1
175187,2,1,"can't reproduce it on macos-26, i suspect it also works fine on macos-15... |SEP| confirmed fixed by apple in macos 15+. reproduces on macos 14.6 (sonoma). tested on macos 15.7.3 and 26.2 with pytorch 2.10.0 and 2.12.0.dev20260218 (nightly) — 9/9 tests pass on both. ci: [url] closing.",confirmed fixed by apple in macos 15+. reproduces on macos 14.6 (sonoma). tested on macos 15.7.3 and 26.2 with pytorch 2.10.0 and 2.12.0.dev20260218 (nightly) — 9/9 tests pass on both. ci: [url] closing.,2
175188,2,1,can't repro on macos-26... |SEP| confirmed fixed by apple in macos 15+. reproduces on macos 14.6 (sonoma). tested on macos 15 and 26 with pytorch 2.10.0 and nightly: 14/14 tests pass on both. ci: [url] closing.,confirmed fixed by apple in macos 15+. reproduces on macos 14.6 (sonoma). tested on macos 15 and 26 with pytorch 2.10.0 and nightly: 14/14 tests pass on both. ci: [url] closing.,2
175191,4,0,"can reproduce this one on both recent mps and cuda |SEP| this is expected behavior due to repeating indices in the [inline code] varible. pytorch doesn't provide guarantees on which values end up written to the result in this case. if there are no repeating indices, the following script demonstrates that [inline code] elements even for transposed tensor are read in the correct order [code block] |SEP| thanks , i should have spotted it earlier |SEP| thanks for the quick replies!",,3
175192,3,1,"likely an error in the mps backend implementation of the backward formula. please assign this to me, i could solve this bug. |SEP| following fixes the problem, but it's weird: [code block] |SEP| thanks!","following fixes the problem, but it's weird: [code block]",3
175240,2,0,"slicing ops are metadata-only ops, and we won't accept a proposal that turns them into ops on data depending on the step value. |SEP| i understand. thanks.",,2
175250,6,1,"hi , usually i will wrap the ops i want to debug into a nested function with the disable decorator. example: [code block] [code block] lmk if you need more help with this. |SEP| but also cc for flex |SEP| so this actually has nothing to do with flex-attention, and is a problem with a reduction kernel in the backward [code block] still reproduces the issue |SEP| some further findings; the following inductor configs all make this pass: [inline code] [inline code] cc : [url] perhaps [inline code] should be updated to account for fp32 bitwidth? |SEP| cc can we close this? |SEP| yea",cc can we close this?,4
175302,2,0,it only need following simple [patch]( [url] |SEP| do not hesitate to propose a pr against pytorch,,2
175402,1,0,"-actions this is a feature request, please reopen it.",,1
175435,13,1,"cc i think these tests are failing because they use models that were created with version 1 quantization configs. is the solution to regenerate the models? [inline code] uses [inline code] and is failing with [inline code] [inline code] uses [inline code] and is failing with [inline code] |SEP| this issue is confirmed on latest runs: [url] |SEP| cc yeah i think we just need to regenerate these models, jerry is out right now though, so we might have to change the model string in the text as well. is that ok? i can regenerate the models now. |SEP| actually i think we want to migrate [inline code] to - [url] and delete the test for [inline code] , there already are test for the int4 v2 config |SEP| is this issue resolved now that the vllm pr is merged? |SEP| yes this should be resolved now. cc |SEP| closing this as vllm oncall |SEP| i want to reopen this issue because i can see it manifested still when testing vllm with pytorch 2.11 rc [url] torchao nightly failed torchao==0.16.0 failed torchao==0.15.0 seem to work, but according to [url] it's not compatible with 2.11.0. i have been ignored the warning message nah, 0.15 seems to resolve the int4 problem, but fails on fp8 [url] as expected, newer torchao versions fails because quantized models like [url] haven't been updated with newer torchao versions cc |SEP| cc i think we need to regenerate those models as well. i can do that, but i don't think i have access to the [inline code] hf space - do you know who could give me access? |SEP| cc []( [url] i think we need to regenerate those models as well. i can do that, but i don't think i have access to the [inline code] hf space - do you know who could give me access? i think is on it. i don't have access there too, only core team |SEP| an update on this that updated a new version of [inline code] yesterday, but the test still fails coming from transformers version. [code block] vllm uses transformers 4.57.5 [url] so we need to use this same version, and update hf one more time. |SEP| after using transformers 4.57.5 and updating the models on hf, ci run on vllm benchmarks has been successfully completed: [url] the issue seems to be resolved now. |SEP| closing, this has been resolved. confirmed by [url]","is this issue resolved now that the vllm pr is merged? |SEP| yes this should be resolved now. cc |SEP| after using transformers 4.57.5 and updating the models on hf, ci run on vllm benchmarks has been successfully completed: [url] the issue seems to be resolved now. |SEP| closing, this has been resolved. confirmed by [url]",7
175437,2,0,"i can't seem to repro the failure on an h100, cuda 13.0. the test passes for me :( |SEP| closing. this is successful on latest 2 reruns [url] and [url]",,2
175539,2,0,"after reading only the onnx operation spec, i don't quite understand the reason for the dynamic shape constraint. is this a constraint of the torch-exported program? yes. [url] you can use [inline code] parameter: dynamic shapes ([dict]( [url] any] | [tuple]( [url] ...] | [list]( [url] | none) – a dictionary or a tuple of dynamic shapes for the model inputs. refer to [torch.export.export()]( [url] for more details. this is only used (and preferred) when dynamo is true. note that dynamic shapes is designed to be used when the model is exported with dynamo=true, while dynamic axes is used when dynamo=false. |SEP| after looking into this a bit more, i found that while the affine grid/grid sample onnx opset exists, it is not implemented in the cuda onnx runtime.",,2
175545,2,0,"[url] i sense that the solution to my problem is given by what is called blockmask conversion. |SEP| i am asking here: [url] closing, since this does not seem a bug, but rather just a lack of documentation.",,1
175546,3,1,"why not just use a [inline code] to restore the original decorator for cuda? |SEP| hi , thank you for the quick attention to the issue. i looked into using [inline code] but it relies on a params dict. these test variants are generated via [inline code] and [inline code] , so decorateif doesn't apply directly here. decorateif requires a parameterized function. we cant use [inline code] or [inline code] functions as it is applied at class level and it impacts other tests. we can't use [inline code] because the [inline code] doesn't have any parameters instead i've used a conditional testfailure entry with [inline code] in [inline code] , gated on not torch.version.hip: [code block] this achieves the same effect, expectedfailure on cuda only, test still runs, xpass fires if someone fixes the root cause. does this seem like a valid solution? |SEP| implemented the above solution and raised a pr. requesting you to have a look at the pr.","hi , thank you for the quick attention to the issue. i looked into using [inline code] but it relies on a params dict. these test variants are generated via [inline code] and [inline code] , so decorateif doesn't apply directly here. decorateif requires a parameterized function. we cant use [inline code] or [inline code] functions as it is applied at class level and it impacts other tests. we can't use [inline code] because the [inline code] doesn't have any parameters instead i've used a conditional testfailure entry with [inline code] in [inline code] , gated on not torch.version.hip: [code block] this achieves the same effect, expectedfailure on cuda only, test still runs, xpass fires if someone fixes the root cause. does this seem like a valid solution?",2
175576,2,1,"i can take a look |SEP| blazing fast fix, thx!","blazing fast fix, thx!",2
175615,3,0,"i was not able to reproduce this issue, are you sure you're on the latest main? |SEP| i'm sure this bug is produced on pytorch version: 2.10.0.dev20251021+cu128 |SEP| i cannot reproduce with the 2.11.0 rc1. please checkout the nightly and let me know if you still have issues.",,3
175666,4,1,"is this using nccl, and if so are the nccl versions known between these two configs? |SEP| its using cuda 13.0 nccl now: nvidia-nccl-cu13==2.28.9 vs cuda 12.9 nvidia-nccl-cu12==2.27.5 for release 2.10 as mitigation i am trying to lower gpu memory utilization to 0.85 in this test |SEP| ok, thanks, we might want to keep an eye on it as if we have data that e.g., different nccl versions move the needle such as 2.27.9 vs 2.28.9 vs. 2.29.3 (all available here : [url] ) then we should let the nccl team know |SEP| this is resolved now on latest reruns",this is resolved now on latest reruns,2
175690,6,1,"more context: we encounter this bug when trying to compile the vllm wrapper in torchtitan/experiments/rl. the particular issue related to capturing this symbol from the sharding, which would then propogate to later views and cause a failure in cuda graph capture like: [code block] |SEP| cc - this is using torch==2.11.0a0+git1c3d76e a few weeks old, not sure if it has all of 's latest dtensor dynamic shape commits. |SEP| sure let me pull nightly as well |SEP| n ceil(s/n) instead of s do you know why this caused a runtime error? i feel like these values should be equivalent-ish, but the error implies it's off by 2 or 4 (4096 vs. 1024/2048)? |SEP| n ceil(s/n) instead of s []( [url] do you know why this caused a runtime error? i feel like these values should be equivalent-ish, but the error implies it's off by 2 or 4 (4096 vs. 1024/2048)? it is a somewhat specific case; when we are doing full cudagraph tracing in a vllm wrapper, we see this error since the symbolic shape we compiled with doesn't recompile (as we drop guards in vllm) |SEP| i am fairly certain this is solved after rebasing - closing this one out and will reopen if we run back into it",i am fairly certain this is solved after rebasing - closing this one out and will reopen if we run back into it,3
